x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,0_1,0_2,0_3,0_4,0_5,0_6,0_7,0_8,0_9,0_10,0_11,0_12,0_13,0_14,0_15,0_16,0_17,0_18,0_19,0_20,Lable,Location
0.635094821,0.862886369,0.553184688,0.843238235,0.487839669,0.758860886,0.464970469,0.665807009,0.465216219,0.588555634,0.517789304,0.654945314,0.510166883,0.610324085,0.523183107,0.682662427,0.532677054,0.744583011,0.564017773,0.642445207,0.54713726,0.597694576,0.56091553,0.687647879,0.574011624,0.756198406,0.61054641,0.644212663,0.59715265,0.607865512,0.605587482,0.701137483,0.613742352,0.768855333,0.657980204,0.655379117,0.643416703,0.626146197,0.642788887,0.700658917,0.643640518,0.754181862,0.084233717,0.180292488,0.260350858,0.322670252,0.238746868,0.281770646,0.212143586,0.156477103,0.231616608,0.27939796,0.190292133,0.122936888,0.2200473,0.257827938,0.164418324,0.096424912,0.20876542,0.236886392,0.162409805,0.109039896,A,C:\Users\Rahul\Desktop\project sign lang\DataSet_Pics\A12.jpg
0.477821112,0.715399444,0.407166183,0.688702464,0.354418516,0.633918703,0.33126241,0.565103829,0.331909299,0.506210148,0.371185929,0.557860315,0.360856593,0.511843145,0.374556839,0.56509006,0.387148112,0.612470508,0.406211853,0.549508214,0.394098699,0.505791903,0.409068406,0.572086573,0.422373265,0.625350595,0.442396909,0.546757877,0.431116402,0.51002413,0.439807802,0.578270853,0.448563129,0.630611837,0.481271535,0.550649881,0.465671778,0.521855414,0.466962844,0.572449863,0.47209987,0.611615241,0.075530442,0.147876001,0.209924332,0.255049835,0.190235747,0.234767684,0.182363431,0.137171276,0.180686984,0.225709468,0.158951294,0.105750929,0.172321944,0.210618967,0.142299903,0.089693745,0.164785691,0.19392498,0.143361378,0.103941779,A,C:\Users\Rahul\Desktop\project sign lang\DataSet_Pics\A13.jpg
0.481527954,0.723499537,0.41526714,0.704401135,0.361139506,0.645907998,0.338677764,0.57601428,0.340780079,0.516354084,0.377889782,0.568233371,0.366363436,0.520253956,0.380038291,0.576715112,0.391945362,0.625784636,0.413045704,0.55969131,0.399370074,0.51622355,0.413995057,0.586093962,0.426354259,0.638610244,0.449213296,0.557370961,0.435402989,0.519636393,0.444116086,0.590749145,0.453172445,0.641991436,0.488364786,0.561638057,0.470293224,0.531500936,0.47172749,0.583934665,0.477518857,0.622497201,0.068958281,0.143226483,0.205324323,0.250438022,0.186677403,0.233605719,0.178453969,0.132564108,0.177547046,0.222964688,0.153104487,0.101243907,0.169242255,0.209016013,0.137921407,0.086299509,0.162005805,0.192327018,0.139908551,0.101081871,A,C:\Users\Rahul\Desktop\project sign lang\DataSet_Pics\A14.jpg
0.467146635,0.714602411,0.411454022,0.693184614,0.367503077,0.641191185,0.350494146,0.580086648,0.352284789,0.529678345,0.385251373,0.576399386,0.378711432,0.539854228,0.387602001,0.588602066,0.395485699,0.628263891,0.415151507,0.570463657,0.407312244,0.534816325,0.417225063,0.596239209,0.425769746,0.640074432,0.445921302,0.570972085,0.438994527,0.539272785,0.44270286,0.60180378,0.447275758,0.645938993,0.478369981,0.578114152,0.468153954,0.553667247,0.46570164,0.600955725,0.467329711,0.635249257,0.059668997,0.123766097,0.178051379,0.217692797,0.160645293,0.19585125,0.149008173,0.112203519,0.153230133,0.189481374,0.128460153,0.085243572,0.145190169,0.177575389,0.115416764,0.071480884,0.136948926,0.160938316,0.113655872,0.079353365,A,C:\Users\Rahul\Desktop\project sign lang\DataSet_Pics\A15.jpg
0.477782667,0.732481837,0.421973258,0.712523043,0.377162993,0.657244802,0.360842645,0.593868434,0.362955362,0.542913377,0.396735489,0.589554608,0.389963418,0.552824736,0.398457319,0.602115095,0.405874372,0.641893268,0.428164899,0.582654297,0.418830425,0.548442721,0.427663296,0.611388683,0.435976774,0.655032814,0.459820032,0.583206117,0.452042967,0.555421591,0.455423355,0.619173825,0.46026513,0.662398756,0.493075609,0.590682149,0.481593817,0.567348123,0.47898224,0.615961611,0.480649978,0.650390387,0.059270933,0.125638093,0.181352265,0.221633732,0.164307145,0.199972234,0.152604058,0.115659379,0.157829701,0.193250519,0.131055344,0.08801184,0.150352575,0.178921388,0.11549305,0.072239203,0.142621968,0.165177688,0.116526401,0.082141511,A,C:\Users\Rahul\Desktop\project sign lang\DataSet_Pics\A16.jpg
0.53477788,0.793787122,0.402838975,0.727275133,0.319833815,0.595644712,0.298521578,0.45755291,0.289359927,0.344345987,0.37283805,0.4554331,0.346297801,0.353186786,0.352565944,0.456467003,0.365914822,0.551972091,0.43745631,0.439302206,0.400736004,0.336235106,0.40868786,0.46890521,0.429163516,0.580377698,0.505938649,0.436787039,0.463927805,0.348596096,0.471421242,0.492762864,0.491455078,0.604726255,0.582964301,0.448801935,0.532606661,0.384469807,0.527562857,0.492533922,0.539049149,0.579057872,0.147755606,0.292337759,0.410938542,0.512081346,0.375110587,0.479221656,0.383387601,0.294939386,0.367601746,0.476781996,0.348492395,0.238113368,0.358163036,0.450793503,0.307619355,0.193961018,0.348334194,0.409323073,0.301339587,0.214771726,A,C:\Users\Rahul\Desktop\project sign lang\DataSet_Pics\A17.jpg
0.705467701,0.911670446,0.555477917,0.839317679,0.449822277,0.700942159,0.411996186,0.547213018,0.419823796,0.417731524,0.500087321,0.526793003,0.49095273,0.402823836,0.505557895,0.524507642,0.519535601,0.640635073,0.580860376,0.513940334,0.569601834,0.389483035,0.583671331,0.544661224,0.596893013,0.672702014,0.660729051,0.521128118,0.655429542,0.414191723,0.658799529,0.571088731,0.660632193,0.694265842,0.741051972,0.548902333,0.728981614,0.462963492,0.722472191,0.577297986,0.717838764,0.672599316,0.166528851,0.331301968,0.467926006,0.570585752,0.436247346,0.552215127,0.435728089,0.328680573,0.416792787,0.53957319,0.386691253,0.262477379,0.393096498,0.499988898,0.343764197,0.221979694,0.364509183,0.449322641,0.334804563,0.239390996,A,C:\Users\Rahul\Desktop\project sign lang\DataSet_Pics\A18.jpg
0.527074099,0.685884237,0.445818931,0.65194881,0.390537083,0.587928653,0.373176724,0.510522068,0.371727228,0.447720885,0.417409182,0.496444821,0.406001955,0.441565692,0.415683061,0.503939688,0.426379263,0.560530424,0.458053052,0.489178956,0.442616642,0.434202731,0.45357585,0.511651874,0.465147674,0.574826241,0.498945385,0.489315063,0.483869433,0.442341089,0.488582969,0.520589173,0.495170444,0.582213998,0.54322201,0.496963233,0.521940053,0.465273887,0.519469023,0.52213335,0.522857308,0.567678571,0.088056888,0.168040629,0.233315864,0.284349138,0.218891951,0.272671992,0.213334906,0.160788769,0.208463121,0.265474373,0.189100262,0.127156442,0.198571561,0.247345726,0.169717487,0.108468252,0.189609865,0.220670082,0.163927393,0.118280856,A,C:\Users\Rahul\Desktop\project sign lang\DataSet_Pics\A19.jpg
0.464916795,0.722613692,0.40889737,0.702518046,0.370483577,0.648696005,0.361673564,0.59076184,0.359858245,0.545381606,0.392752945,0.584190667,0.381843209,0.545415998,0.385662138,0.590293229,0.391743898,0.62966001,0.422796756,0.579832077,0.409492016,0.543222845,0.414928794,0.601629674,0.423486561,0.646117985,0.453403115,0.581026971,0.438748121,0.54997617,0.440666676,0.609592199,0.446969777,0.652836323,0.487239033,0.587655365,0.468189985,0.560440958,0.464207858,0.602329493,0.467609555,0.635542274,0.059514797,0.119922713,0.167463655,0.206030366,0.156104309,0.195704481,0.154240091,0.118299027,0.148864661,0.187757776,0.130904289,0.086994584,0.14205409,0.174609603,0.115593798,0.072048433,0.136791931,0.162205763,0.120286289,0.087113047,A,C:\Users\Rahul\Desktop\project sign lang\DataSet_Pics\A20.jpg
0.443815291,0.685602844,0.369048327,0.65019083,0.321650833,0.595666528,0.301945657,0.527638555,0.300841928,0.471137881,0.345365822,0.518543839,0.330685884,0.469360501,0.339599192,0.523340881,0.350363821,0.573453903,0.378573418,0.513147056,0.361970395,0.469605386,0.373772621,0.534378648,0.386380434,0.587010682,0.413665593,0.512630582,0.395951629,0.471013069,0.402563989,0.535216093,0.412132382,0.58638382,0.45300132,0.51719594,0.431463033,0.486028016,0.42995286,0.533957839,0.435735077,0.571395993,0.082729134,0.15169936,0.212319829,0.257752988,0.193909795,0.244047155,0.192846934,0.145981376,0.184384112,0.230983741,0.166657532,0.114101609,0.175580203,0.219862915,0.155941799,0.104154796,0.168657251,0.199956721,0.152277295,0.114492334,A,C:\Users\Rahul\Desktop\project sign lang\DataSet_Pics\A21.jpg
0.39406988,0.773855507,0.267365426,0.690451205,0.187447131,0.515748501,0.167914167,0.364836663,0.155426443,0.23933062,0.26022774,0.377731383,0.215994328,0.303771257,0.222463608,0.42884019,0.232757255,0.528665483,0.328942627,0.371765256,0.267539948,0.314388752,0.279101044,0.465492904,0.300804436,0.576681077,0.400410056,0.38267839,0.330265701,0.335687071,0.343616456,0.497992486,0.368694544,0.608985543,0.476427615,0.410441279,0.404476166,0.377056599,0.398644328,0.500525892,0.413899899,0.581385314,0.151691452,0.330623937,0.467378671,0.585378122,0.418124432,0.502682906,0.385336583,0.293496015,0.407330492,0.476570586,0.329097749,0.218119689,0.391228495,0.442789512,0.280438861,0.166811309,0.372629437,0.396935341,0.273367892,0.19348903,A,C:\Users\Rahul\Desktop\project sign lang\DataSet_Pics\A22.jpg
0.476642519,0.812413335,0.393241465,0.800108552,0.325151533,0.738479733,0.295029134,0.661140501,0.286291212,0.594160795,0.343075931,0.637595356,0.322476357,0.589792311,0.341488928,0.656315804,0.359410912,0.712409675,0.383028597,0.622310698,0.360091269,0.581634879,0.383416772,0.662307978,0.403444409,0.722083628,0.425162584,0.613961518,0.400742084,0.575591683,0.418761432,0.659517586,0.436605424,0.71880734,0.472460359,0.612992525,0.444386184,0.586307287,0.449822515,0.649304271,0.461891532,0.693195641,0.084303876,0.168569559,0.236361782,0.289599363,0.220003089,0.270790188,0.206477439,0.154090823,0.211902287,0.258539919,0.176699344,0.116264437,0.205020261,0.248687295,0.163484954,0.101808896,0.199464658,0.228395306,0.165299363,0.120126809,A,C:\Users\Rahul\Desktop\project sign lang\DataSet_Pics\A23.jpg
0.474297136,0.812735558,0.390912294,0.796401978,0.325322479,0.734616637,0.296540767,0.659769237,0.286897033,0.594686389,0.344840586,0.634610891,0.32393682,0.587977767,0.340164483,0.650020301,0.356857419,0.703746378,0.384290397,0.619928122,0.360307276,0.579065621,0.381460369,0.658824801,0.402158737,0.717693865,0.426391244,0.612755239,0.40153873,0.576396763,0.4173944,0.658959925,0.43489027,0.717177868,0.474135727,0.613259852,0.445749223,0.586106181,0.449096739,0.648403287,0.460088849,0.69230473,0.08496951,0.168214191,0.234512307,0.287513893,0.220198535,0.270415031,0.210873951,0.160220874,0.212781391,0.259991014,0.179741999,0.119318363,0.20563828,0.247284879,0.163966053,0.103364274,0.199475771,0.228420353,0.166253286,0.121266069,A,C:\Users\Rahul\Desktop\project sign lang\DataSet_Pics\A24.jpg
0.473581493,0.81257236,0.389938653,0.795362294,0.325740248,0.735200882,0.298110723,0.660920203,0.288063318,0.596436739,0.345466286,0.638373971,0.323452115,0.590277314,0.338502884,0.651423514,0.354636222,0.703038812,0.385690033,0.623983502,0.361713201,0.580394804,0.381545424,0.66129142,0.401679277,0.718489945,0.427995086,0.616951466,0.403912544,0.576953411,0.418130368,0.661355078,0.434510767,0.718582332,0.475642622,0.61740756,0.447821647,0.585228682,0.45007351,0.647424936,0.460267723,0.690903246,0.08539503,0.166863355,0.231923194,0.284836093,0.216237335,0.268242274,0.210274062,0.161695936,0.208064091,0.257722587,0.177077838,0.118412117,0.200862278,0.245703178,0.161063632,0.101787263,0.195175683,0.228798422,0.16681216,0.122395383,A,C:\Users\Rahul\Desktop\project sign lang\DataSet_Pics\A25.jpg
0.724225283,0.806590557,0.655123651,0.766628265,0.606390715,0.685425937,0.593190193,0.604748726,0.599460959,0.543215156,0.639961421,0.598584414,0.645161927,0.546275556,0.651803255,0.610271513,0.653622806,0.66712904,0.681540489,0.599007845,0.685915112,0.553764045,0.689436615,0.637501776,0.688075006,0.698728085,0.720701098,0.609887421,0.725975513,0.567645311,0.721851707,0.649432003,0.715030432,0.708779991,0.757859826,0.631092429,0.759241641,0.596385837,0.751535118,0.657308817,0.743644536,0.703143179,0.079824935,0.16901435,0.240645631,0.291432219,0.224425832,0.272056821,0.209251325,0.156314505,0.211925869,0.255712562,0.172630435,0.1137592,0.196734704,0.238951656,0.157176477,0.098241805,0.178692125,0.213101314,0.151759234,0.105254298,A,C:\Users\Rahul\Desktop\project sign lang\DataSet_Pics\A26.jpg
0.715726674,0.813003421,0.642423391,0.763170063,0.592669368,0.685759664,0.578467071,0.604495585,0.587528706,0.541303635,0.627770603,0.601714194,0.634341836,0.548812628,0.63921535,0.609981239,0.639655411,0.668465853,0.669797599,0.603384852,0.674391985,0.556436002,0.677652001,0.635765553,0.675880313,0.701178849,0.709754765,0.612224638,0.714347303,0.568509817,0.710238457,0.645768881,0.703232884,0.708206356,0.748405933,0.631765366,0.748985946,0.595204771,0.741981745,0.651589334,0.734634042,0.698336959,0.088638224,0.177014334,0.24963116,0.30042552,0.22886548,0.276442158,0.216960801,0.163333847,0.214591295,0.259875733,0.181281391,0.118711699,0.200867576,0.244497495,0.16732457,0.105539185,0.184160709,0.22032347,0.163535428,0.116214827,A,C:\Users\Rahul\Desktop\project sign lang\DataSet_Pics\A27.jpg
0.706360638,0.814623356,0.633654475,0.763446271,0.582228184,0.687857687,0.565253735,0.606269062,0.574157596,0.54140079,0.616534591,0.601815403,0.622737885,0.548994184,0.627794862,0.610744953,0.628911316,0.669440031,0.658318162,0.602683067,0.6618523,0.556732595,0.666182578,0.636806905,0.666167796,0.701604903,0.698246598,0.610070705,0.70206362,0.568263948,0.698688745,0.646854997,0.693029642,0.709070742,0.737081409,0.627133906,0.736008763,0.591826081,0.730118692,0.650049508,0.724324942,0.696707964,0.088911642,0.177421535,0.251639961,0.3035263,0.230989056,0.278480919,0.218492527,0.164549674,0.2173172,0.261703337,0.182299113,0.119952638,0.204713518,0.246396879,0.167943682,0.106391117,0.18998963,0.224761289,0.166279874,0.119275965,A,C:\Users\Rahul\Desktop\project sign lang\DataSet_Pics\A28.jpg
0.461196929,0.535476327,0.376799017,0.510413647,0.317728609,0.453595757,0.290893853,0.379450321,0.285233498,0.31501025,0.339607477,0.360870659,0.325011075,0.308557898,0.338259757,0.368698508,0.352472693,0.425187826,0.377972513,0.350333542,0.35958004,0.299985945,0.37669912,0.375674158,0.394354552,0.436829329,0.418444902,0.346019477,0.399902403,0.299354553,0.410876602,0.376800209,0.42375797,0.43615067,0.462763667,0.349222362,0.441422105,0.314313561,0.442792118,0.372981817,0.45019716,0.416958451,0.08804059,0.165189548,0.230970241,0.282078749,0.212770144,0.264647994,0.207191673,0.154869342,0.202988065,0.256479457,0.180766736,0.119160118,0.194220581,0.243947763,0.166463947,0.106147359,0.186260554,0.222045069,0.163533492,0.119027231,A,C:\Users\Rahul\Desktop\project sign lang\DataSet_Pics\A29.jpg
0.28240943,0.584002197,0.197817549,0.565419793,0.131654233,0.506662071,0.097608715,0.430848002,0.087271832,0.36041823,0.144860312,0.40163511,0.110082537,0.350367248,0.127996311,0.416735262,0.151609331,0.47334528,0.181684762,0.386464447,0.14395529,0.338653475,0.165260166,0.41814971,0.190638408,0.479067594,0.22321704,0.377269357,0.183374166,0.333527774,0.202204168,0.414465934,0.226165354,0.474837899,0.270951629,0.373316914,0.228388608,0.349173963,0.234657153,0.406471193,0.252066731,0.448493242,0.086608845,0.169436196,0.240015648,0.296763327,0.228423978,0.29031336,0.227643666,0.171328979,0.221735476,0.281718909,0.203054174,0.139402982,0.21504001,0.26934257,0.187551135,0.122801628,0.210996611,0.240961716,0.183841065,0.138864524,A,C:\Users\Rahul\Desktop\project sign lang\DataSet_Pics\A30.jpg
0.440835148,0.657534838,0.353394389,0.62981236,0.289809257,0.552031875,0.268157154,0.465783447,0.2591573,0.395365119,0.319709361,0.449367791,0.294919074,0.398732126,0.307587624,0.466326624,0.323868483,0.527777731,0.362834185,0.438237816,0.33364135,0.394228011,0.351360798,0.478682935,0.372356534,0.545822561,0.409100056,0.434748411,0.375972033,0.392513514,0.389371842,0.483041883,0.407362103,0.549796879,0.461025566,0.439364582,0.421597123,0.40771541,0.423691809,0.479119569,0.437539965,0.530803263,0.091730159,0.184227292,0.258043185,0.318966772,0.240842221,0.297103256,0.233056825,0.174694325,0.232755953,0.284290336,0.199984155,0.131030353,0.225035348,0.272843409,0.181923784,0.11281805,0.219102518,0.250559071,0.179237,0.126774407,A,C:\Users\Rahul\Desktop\project sign lang\DataSet_Pics\A31.jpg
0.512562335,0.468997359,0.413083315,0.438044131,0.341959506,0.346830875,0.320573986,0.249831557,0.3125664,0.171244085,0.376133978,0.239110827,0.355367422,0.172112316,0.371302128,0.248243555,0.387006104,0.31914711,0.428172767,0.223246247,0.403562874,0.158030242,0.418922544,0.257817984,0.434598655,0.338123679,0.482059151,0.219578981,0.455338538,0.15526785,0.465005457,0.262593806,0.476428092,0.344385803,0.539694011,0.22843948,0.509597778,0.182953164,0.508223653,0.264462292,0.514040351,0.328336537,0.104183385,0.209833208,0.291364334,0.358685637,0.267320994,0.335932984,0.262081453,0.19549799,0.259836888,0.329516966,0.231008959,0.152335996,0.251276683,0.318905579,0.211811434,0.12974484,0.242083087,0.286059557,0.204581079,0.140668587,A,C:\Users\Rahul\Desktop\project sign lang\DataSet_Pics\A32.jpg
0.665594816,0.810969591,0.545576453,0.740312934,0.455522209,0.575764179,0.421117425,0.4356516,0.411677629,0.317816615,0.503351867,0.457259923,0.485615224,0.360091031,0.498631477,0.480831116,0.509591818,0.582264602,0.577315867,0.449714929,0.555268884,0.365295261,0.565895379,0.511495948,0.581044972,0.622835755,0.652887225,0.461205184,0.625824869,0.386654913,0.630396247,0.535150766,0.641344547,0.645951807,0.728312194,0.486744076,0.69725275,0.432682931,0.691405118,0.547768116,0.696012676,0.63294661,0.13927229,0.315360248,0.447920516,0.55468351,0.389144322,0.485473099,0.369956983,0.276844555,0.37188453,0.459126801,0.315633396,0.206259585,0.349995176,0.426174371,0.278055684,0.166790121,0.330235755,0.379609038,0.264463964,0.180602956,A,C:\Users\Rahul\Desktop\project sign lang\DataSet_Pics\A33.jpg
